ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
021220240903541Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;1;Virement 1 mouvement;1188;1733126633042;1733126634230;1
021220240904181Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;1;Virement 100 Mouvements;4161;1733126653856;1733126658017;1
021220240905411Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;1;Virement 900 Mouvements;28257;1733126713321;1733126741578;1
021220240907511Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;1;Ouverture compte 2011;2503;1733126868880;1733126871383;1
021220240907581Ouverture compte 511;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;1;Ouverture compte 511;3157;1733126875477;1733126878634;1
021220240910482Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;2;Virement 1 mouvement;221;1733127048527;1733127048748;1
021220240911092Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;2;Virement 100 Mouvements;1850;1733127067156;1733127069006;1
021220240912252Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;2;Virement 900 Mouvements;20644;1733127124938;1733127145582;1
021220240914362Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;2;Ouverture compte 2011;2508;1733127273753;1733127276261;1
021220240914432Ouverture compte 511;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;2;Ouverture compte 511;3177;1733127280370;1733127283547;1
021220240917353Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;3;Virement 1 mouvement;142;1733127455727;1733127455869;1
021220240917563Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;3;Virement 100 Mouvements;2186;1733127474161;1733127476347;1
021220240919113Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;3;Virement 900 Mouvements;20237;1733127530820;1733127551057;1
021220240921213Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;3;Ouverture compte 2011;2505;1733127678840;1733127681345;1
021220240921283Ouverture compte 511;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;3;Ouverture compte 511;3239;1733127685478;1733127688717;1
021220240924164Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;4;Virement 1 mouvement;142;1733127856424;1733127856566;1
021220240924364Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;4;Virement 100 Mouvements;1819;1733127875134;1733127876953;1
021220240925524Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;4;Virement 900 Mouvements;19592;1733127933211;1733127952803;1
021220240928024Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;4;Ouverture compte 2011;2517;1733128079624;1733128082141;1
021220240928094Ouverture compte 511;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;4;Ouverture compte 511;3159;1733128086319;1733128089478;1
021220240931035Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;5;Virement 1 mouvement;173;1733128263184;1733128263357;1
021220240931235Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;5;Virement 100 Mouvements;1869;1733128281600;1733128283469;1
021220240932395Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;5;Virement 900 Mouvements;19636;1733128340268;1733128359904;1
021220240934505Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;5;Ouverture compte 2011;2536;1733128488197;1733128490733;1
021220240934585Ouverture compte 511;ISACOMPTA-CLIENT;25.01.062 Patch ;N/A;VM IQS CO;02/12/2024 09:00:31;Consultation Grand Livre et Virements;30409;5;Ouverture compte 511;3166;1733128494916;1733128498082;1
