ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
231220240907043Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;3;Virement 1 mouvement;142;1734941224734;1734941224876;1
231220240907253Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;3;Virement 100 Mouvements;2152;1734941243426;1734941245578;1
231220240908423Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;3;Virement 900 Mouvements;20721;1734941301369;1734941322090;1
231220240910573Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;3;Ouverture compte 2011;2521;1734941455319;1734941457840;1
231220240911053Ouverture compte 511;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;3;Ouverture compte 511;3164;1734941461944;1734941465108;1
231220240913554Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;4;Virement 1 mouvement;141;1734941635183;1734941635324;1
231220240914154Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;4;Virement 100 Mouvements;2178;1734941653642;1734941655820;1
231220240915304Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;4;Virement 900 Mouvements;19945;1734941711008;1734941730953;1
231220240917464Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;4;Ouverture compte 2011;2535;1734941864176;1734941866711;1
231220240917544Ouverture compte 511;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;4;Ouverture compte 511;3166;1734941870829;1734941873995;1
231220240920445Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;5;Virement 1 mouvement;158;1734942044671;1734942044829;1
231220240921045Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;5;Virement 100 Mouvements;1833;1734942063115;1734942064948;1
231220240922235Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;5;Virement 900 Mouvements;20247;1734942122845;1734942143092;1
231220240924385Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;5;Ouverture compte 2011;2522;1734942275868;1734942278390;1
231220240924455Ouverture compte 511;ISACOMPTA-CLIENT;25.01.080;N/A;VM IQS CO;23/12/2024 08:48:10;Consultation Grand Livre et Virements;30409;5;Ouverture compte 511;3160;1734942282494;1734942285654;1
