ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
150120250826051Virement 1 mouvement;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;1;Virement 1 mouvement;1190;1736925964153;1736925965343;1
150120250826271Virement 100 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;1;Virement 100 Mouvements;4938;1736925982324;1736925987262;1
150120250828001Virement 900 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;1;Virement 900 Mouvements;35746;1736926045065;1736926080811;1
150120250830171Ouverture compte 2011;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;1;Ouverture compte 2011;2157;1736926215150;1736926217307;1
150120250830231Ouverture compte 511;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;1;Ouverture compte 511;2166;1736926221416;1736926223582;1
150120250833152Virement 1 mouvement;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;2;Virement 1 mouvement;159;1736926395465;1736926395624;1
150120250833342Virement 100 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;2;Virement 100 Mouvements;2171;1736926411872;1736926414043;1
150120250834492Virement 900 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;2;Virement 900 Mouvements;20596;1736926468918;1736926489514;1
150120250837042Ouverture compte 2011;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;2;Ouverture compte 2011;2154;1736926622530;1736926624684;1
150120250837102Ouverture compte 511;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;2;Ouverture compte 511;2152;1736926628787;1736926630939;1
150120250840093Virement 1 mouvement;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;3;Virement 1 mouvement;141;1736926809179;1736926809320;1
150120250840273Virement 100 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;3;Virement 100 Mouvements;1864;1736926825930;1736926827794;1
150120250841423Virement 900 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;3;Virement 900 Mouvements;20237;1736926882378;1736926902615;1
150120250843573Ouverture compte 2011;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;3;Ouverture compte 2011;2188;1736927035679;1736927037867;1
150120250844043Ouverture compte 511;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;3;Ouverture compte 511;2151;1736927041969;1736927044120;1
150120250846544Virement 1 mouvement;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;4;Virement 1 mouvement;157;1736927214596;1736927214753;1
150120250847134Virement 100 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;4;Virement 100 Mouvements;2150;1736927231292;1736927233442;1
150120250848294Virement 900 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;4;Virement 900 Mouvements;20596;1736927289032;1736927309628;1
150120250850444Ouverture compte 2011;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;4;Ouverture compte 2011;2175;1736927441860;1736927444035;1
150120250850504Ouverture compte 511;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;4;Ouverture compte 511;2166;1736927448126;1736927450292;1
150120250853415Virement 1 mouvement;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;5;Virement 1 mouvement;142;1736927621187;1736927621329;1
150120250853595Virement 100 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;5;Virement 100 Mouvements;2150;1736927637608;1736927639758;1
150120250855135Virement 900 Mouvements;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;5;Virement 900 Mouvements;19901;1736927693333;1736927713234;1
150120250857305Ouverture compte 2011;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;5;Ouverture compte 2011;2150;1736927848336;1736927850486;1
150120250857375Ouverture compte 511;ISACOMPTA-CLIENT;25.10.012;N/A;VM IQS CO;15/01/2025 08:22:28;Consultation Grand Livre et Virements;30409;5;Ouverture compte 511;2497;1736927854577;1736927857074;1
