ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
100220250855114Virement 1 mouvement;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;4;Virement 1 mouvement;142;1739174111576;1739174111718;1
100220250855304Virement 100 Mouvements;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;4;Virement 100 Mouvements;2273;1739174128407;1739174130680;1
100220250856464Virement 900 Mouvements;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;4;Virement 900 Mouvements;21640;1739174184594;1739174206234;1
100220250859034Ouverture compte 2011;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;4;Ouverture compte 2011;2183;1739174341778;1739174343961;1
100220250859104Ouverture compte 511;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;4;Ouverture compte 511;2271;1739174348073;1739174350344;1
100220250902045Virement 1 mouvement;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;5;Virement 1 mouvement;142;1739174524420;1739174524562;1
100220250902225Virement 100 Mouvements;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;5;Virement 100 Mouvements;1861;1739174541137;1739174542998;1
100220250903375Virement 900 Mouvements;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;5;Virement 900 Mouvements;20269;1739174596971;1739174617240;1
100220250905545Ouverture compte 2011;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;5;Ouverture compte 2011;2167;1739174752743;1739174754910;1
100220250906015Ouverture compte 511;ISACOMPTA-CLIENT;25.11.038;N/A;VM IQS CO;10/02/2025 08:30:16;Consultation Grand Livre et Virements;30409;5;Ouverture compte 511;2152;1739174759020;1739174761172;1
