ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
310120250844141Virement 1 mouvement;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;1;Virement 1 mouvement;1161;1738309453397;1738309454558;1
310120250844361Virement 100 Mouvements;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;1;Virement 100 Mouvements;5167;1738309471499;1738309476666;1
310120250846071Virement 900 Mouvements;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;1;Virement 900 Mouvements;35988;1738309531342;1738309567330;1
310120250848241Ouverture compte 2011;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;1;Ouverture compte 2011;2160;1738309702110;1738309704270;1
310120250848301Ouverture compte 511;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;1;Ouverture compte 511;2155;1738309708372;1738309710527;1
310120250851262Virement 1 mouvement;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;2;Virement 1 mouvement;142;1738309886630;1738309886772;1
310120250851442Virement 100 Mouvements;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;2;Virement 100 Mouvements;1868;1738309902967;1738309904835;1
310120250853002Virement 900 Mouvements;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;2;Virement 900 Mouvements;21613;1738309958749;1738309980362;1
310120250855182Ouverture compte 2011;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;2;Ouverture compte 2011;2153;1738310116690;1738310118843;1
310120250855252Ouverture compte 511;ISACOMPTA-CLIENT;25.11.029;N/A;VM IQS CO;31/01/2025 08:39:42;Consultation Grand Livre et Virements;30409;2;Ouverture compte 511;2165;1738310122949;1738310125114;1
