ID;Application;Version;ParamID;id Machine;Date de lancement;Scenario;Num dossier;Num Iteration;Etape;Temps;TopTemps;EndTime;AGarder?
051220241425481Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;1;Virement 1 mouvement;1174;1733405147056;1733405148230;1
051220241426111Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;1;Virement 100 Mouvements;4495;1733405166872;1733405171367;1
051220241427381Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;1;Virement 900 Mouvements;28286;1733405229721;1733405258007;1
051220241429521Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;1;Ouverture compte 2011;2832;1733405389342;1733405392174;1
051220241429591Ouverture compte 511;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;1;Ouverture compte 511;3163;1733405396278;1733405399441;1
051220241432492Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;2;Virement 1 mouvement;141;1733405569228;1733405569369;1
051220241433092Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;2;Virement 100 Mouvements;1817;1733405588103;1733405589920;1
051220241434262Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;2;Virement 900 Mouvements;19957;1733405646413;1733405666370;1
051220241436372Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;2;Ouverture compte 2011;2486;1733405795074;1733405797560;1
051220241436442Ouverture compte 511;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;2;Ouverture compte 511;3166;1733405801665;1733405804831;1
051220241439363Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;3;Virement 1 mouvement;142;1733405976371;1733405976513;1
051220241439563Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;3;Virement 100 Mouvements;1845;1733405994817;1733405996662;1
051220241441123Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;3;Virement 900 Mouvements;19908;1733406052838;1733406072746;1
051220241443233Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;3;Ouverture compte 2011;2849;1733406200182;1733406203031;1
051220241443303Ouverture compte 511;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;3;Ouverture compte 511;3168;1733406207144;1733406210312;1
051220241446214Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;4;Virement 1 mouvement;142;1733406381302;1733406381444;1
051220241446414Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;4;Virement 100 Mouvements;1814;1733406399951;1733406401765;1
051220241447584Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;4;Virement 900 Mouvements;19923;1733406459003;1733406478926;1
051220241450114Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;4;Ouverture compte 2011;2854;1733406608745;1733406611599;1
051220241450184Ouverture compte 511;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;4;Ouverture compte 511;3171;1733406615714;1733406618885;1
051220241453085Virement 1 mouvement;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;5;Virement 1 mouvement;172;1733406788654;1733406788826;1
051220241453295Virement 100 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;5;Virement 100 Mouvements;2188;1733406807797;1733406809985;1
051220241454475Virement 900 Mouvements;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;5;Virement 900 Mouvements;19939;1733406867476;1733406887415;1
051220241456595Ouverture compte 2011;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;5;Ouverture compte 2011;2512;1733407016666;1733407019178;1
051220241457065Ouverture compte 511;ISACOMPTA-CLIENT;25.01.066;N/A;VM IQS CO;05/12/2024 14:23:54;Consultation Grand Livre et Virements;30409;5;Ouverture compte 511;3217;1733407023292;1733407026509;1
